review,sentiment
mainly ju boast outrageous forty minute worth material literally taken straight first ju consider sequel run minute leaf original minute worth film ho hum found deeply irritating viewer simply remember stuff mention dull watch br br ok complaint aside byline ju supposed explain lot unanswered question first movie frankly minute simply go far enough making kind sense original highly convoluted storyline br br however really nice new horror sequence show good film might time develop question raised original answered br br conclusion loved first original movie want see development story go remember keep remote control hand finger fast forward button forty minute,0
never heard movie saw dvd great movie perfect example movie took every cast member make work overhyped typical hollywood movie old overhyped actor current quote list actor could pulled performance movie brought back memory post vietnam war military experience concentrated people sent fight portrayed character fear emotion even volunteered service regular people cut military life remember experience put mildly adapt military life either never forget stayed touch highly recommend think serving present day afganistan basic training trip notice drill sergeant morning people maybe need sensitivity training ha ha ha,1
julien hernandez certainly attractive likable screen persona fact character pretty much carry whole film worthwhile problem exception gal pal played marisa petroro paul lekakis trick date boyfriend character one else even come close hernandez play something director cuban heritage unknown sexuality come l get job making gay documentary process meeting group gay people finding subject come l w l even minute film obviously stretched padded various film school device end pointlessly interrupting narrative much begin pointing overall amateurish ness film making br br shame love story somewhere final three minute hernandez sebastien finally click wealthy west hollywood party thrower nicely underplayed lonnie henderson share sexy soulful kiss work despite came really care character situation would handsome dante eurotrash priss boyfriend even get started sebastien friend paulie rule dating gay man know hell sane person period would put constriction others please tell sebastien get peeled banana normally fairly shmushy right stuck butt go doctor get removed br br noticed hernandez award film short probably stayed way said look forward seeing hernandez screen better scripted comedy assured direction,0
initially put renting movie due jacket art dvd fact held true friend mine rent due art mental image conjured movie held little interest friend rented watched truly amazed br br agree another user comment movie everyone due blatant sexual inference definitely something want young child watch doubt seriously would understand anyway br br enjoy movie like whereby character personality genuinely defined nonsense direct way teaser indicate turn bad acting done acting ricci jackson performed well drawn movie even realizing acting thing story may seem far fetched somewhat done well reminded another movie mel gibson tim character limitation whether mental circumstantial well defined br br found much depth movie character involved feel everyone involved cameraman actor commended perfect fit result viewing movie talked couple friend negative approach watching like hearing comment rented watched quite surprised good bad art jacket done way since turn see art applies heard movie art first impression art sell destroys dvd sale rental br br character depth good timing allotted give audience like time absorb feel felt could trust movie flow well jacket art aside would recommend watching movie,1
temp much theatrical business direct video rip want anyway ellen bradford mel harris new woman millennium investment high scale brokerage firm start getting helpful hint wide eyed secretary deidre sheila kelley deidre turn ambitious daddy girl stop nothing move corporate ladder including screwing top broker stand murdering anyone get bad side dig skeleton ellen closet try cause problem husband barry bostwick kill making look like responsible kidnaps daughter try get embezzle money company br br harris kelley deliver competent performance supporting cast alright reasonably well put together fully compensate script travel well worn path offer surprise,0
tend get furious hearing lucio fulci reputation director often categorized talented filmmaker shock disgust entire audience image pure gore true film contain explicit filth sickness average mainstream american production film always wide range plot gruesomely morbid torture duckling yet another story film pure gem italian shock cinema easily dare call film masterpiece old fashioned giallo includes brilliant aspect genuine horror film show search inhuman serial murderer small italian mountain town body young boy found horribly mutilated quite lot pseudo madman town every trail lead nowhere among suspect greedy bum scary woman obsessed witchery voodoo like true mastermind fulci know find right creepy tone film portrays small town claustrophobic inescapable setting macabre happening supported giddy soundtrack fulci also develops genius storyteller script always one step ahead complex plot mislead word unique giallo horror slash murder mystery gore presented grotesque explicit lucio later milestone among legendary zombie beyond new york ripper although still nauseating hard watch shock sequence shown br br torture duckling compelling effective achievement lucio fulci ever brought forward easily rank among greatest italian horror movie ever made right next masterpiece made mario bava dario argento film fascinating start finish plot aspect alarmingly realistic tension adrenalin rushing time must see horror fan absolute priority italian shock lover,1
haunting film boast really creepy house good effect work sound work cast seems believe everything around real house scene make jump sinister aspect went hill house past found interesting genuinely creepy moment film liked way ghost manifested sheet curtain house jerry goldsmith score gave right atmosphere sound design voice popping around wish could happened something little intense jan de bont pg rating contend think held back little much poltergeist scared silly saw many year ago still hold haunting could used scene pure terror ending little anticlimactic overall enjoyed acting good moment make jump wish scared,1
shockingly bad movie literally gasped first time seeing blue screen puppet imagine worst blue screen special effect ever saw make somehow far worse combine poorly made rubber play doh puppet look like something semi retarded pre school art class add screeching yngwie malmstein esquire melodic metal guitar solo stuff way loud last way long overall film absolutely awful make feeder look like rashomon one worst movie ever seen every quantifiable metric spiraling dismally downward much like waterlogged turd perpetual slow whirlpool broken rest stop toilet still though film like actium maximus missed bad movie conesseuirs even looking clip youtube someplace movie bit eye opener stomach ride think director may mentally ill though bit debasing watching discus project get sense truly belief created something wonderful guess star war kid gonzo filmmaker mess,0
seen previous movie cédric klapisch therefore expected quality movie psychological depth erasmus student visited several friend studying abroad know well mean spend time abroad mix different culture time yes great fun thought miss movie unfortunately disappointed find l auberge espagnol fails satisfy many way character stereotyped event trite story shallow although quite familiar situation irritatingly cliché go beyond trivial event made movie uninteresting watch gave strong done anything add feeling apart movie lack firm story sometimes look like documentary real life show seriously made movie br br however imagine studied travelled abroad might fun watch,0
movie action comedy heroic best finest actor gunga din remain classic enjoyed like good movie excellent picture collection,1
real shame nearly one know top writing michael donoghugh magazine article snl skit genius time true shame anyone may take opportunity research work doubt take easy way watch video thus leading mr mike mondo video br br movie clever element never fully connect funny bone viewer experience thing cat diving swimming man think found feline happiness hurling kitten pool camera follows slow motion montage sequence taken island past fad retired hula hop pet rock rainbow dread wig etc enter music world punk new variety music time film rate bar performer rootboy slim performs boogie till puke lazy style dirt eclectic sleaze real beauty back ground music many different style many different instrument sound telstar play replay understand telstar first american satellite launched space theme created celebrate man genius triumph mr mike seems meant signal societal decay ridiculous waste one thing theater offered video release live performance sid vicious ex sex pistol wrestler singing way version different sinatra one might imagine frankly feel much worth listen good sad part vhs release paul anka refuse right song viewer forced experience minute silence explanation rolling across image singing dead sex pistol br br would give theater release video closer much passé see many people would give want see good donoghugh script watch scrooged better tribute man insight talent,0
man named jerry come possession ancient aztec doll however creepy little figure possessed evil spirit take jerry body push spill blood seen two horror movie dorm dripped blood kindred made stephen carpenter jeffrey obrow must say power disappoint either plot slow moving effective human goo effect little bit gore scene female tabloid reporter attacked arm come ripping mattress hoot liked low budget horror movie horror genre,1
watched lot television year never much fun week week watching oz acting entire cast excellent writing perfect every character remaining consistent throughout six year run also enjoyed mayhem ultra violence may sound odd time comical finding one character would eventually end dead particularly enjoyed true romance love beecher keller two men really knew throw every way possible truly hope hbo continue show u run great show forever watched every episode least time yet still look forward tuesday thursday night p episode fun entertaining show,1
love comic although problem fully understanding story  visual style unique dirt dust decay thought knew surprisingly understood main plot  extremely poorly decision made visual style br br mean really bad looking cg human actor close ups work horus egyption god successfully made cg close comic version br br think real actor movie could cult movie br br shame,0
think charlotte gainsbourg one best performer world understand people say boring maybe one said boring boring great actress movie excellent lot wonderful idea good performer direction great imaging french environment sophistication perfume flower church problem etc go sister shop simply amazing everything great good actress wonderful long time alain chabat bernadette lafont perfect like next movie la science de rêves eric lartigau good work br br ana,1
deliverance one best exploitation film come wonderful decade whence many exploitation film came br br group friend set canoe trip river south become victimized bunch toothless hillbilly pretty much try ruin life awesome br br treated anal rape vicious beating bow arrow killing shooting broken bone etc lot like texas chainsaw massacre say deliverance believable would immature would never could never happen even dark age br br deliverance entertaining ride packed full action one huge pile exploitation film come early arguably sits top pile great acting superb cinematography excellent writing br br kid,1
br br kind movie cant believe wasted hour life see credit role honestly think could make better vampire movie know nothing thing suck harder vampire jason scott lee character least little bit cool mystery kick little butt,0
gritty presentation decay family value human dignity wake soviet communism vasili pichul film little vera landmark film modern russian cinema pichul brutal drama mark strong departure image sanitized idealism promoted soviet time aleksandrov circus brashly moving social chaos time public spotlight contemporary ukrainian setting intensifies effect first immediacy film time period second utilization locale struggling identity lieu soviet system also nation distinct russian idiom dominated u r br br vera film title character protagonist rebellious adolescent girl dysfunctional family including hard drinking father mother care worn rejecting would beau andrei vera begin destructive primarily sexual relationship college student named sergei despite parent dislike lazy sergei despite sergei rude contempt parent move cramped apartment tension escalate vera father drunkenly stab sergei vera must decide stay loyal intolerable family testifying father acted self defense continue support defend ever detached sergei br br unbearable almost every imaginable way little vera masterfully capture communicates inescapable void left social life collapse communism sexual aggressiveness film first film show explicit sex combined unrelenting presentation social reality marked distinction socialist realism demanded stalin effectively confronted condition former soviet life interesting however public reception many wrote hate mail director star film wildly popular double edged nature film social criticism emerges done correctly film make audience uncomfortable easy solution present viewer hate film filmmaker bringing issue many film come mind somewhat comparable regard larry clark kid harmony korine gummo even popular movie john hughes breakfast club br br recommend film viewer prospect nearly two hour excruciating domestic conflict social miasma overly daunting film absolutely beautiful incredibly challenging despite difficulty watching film moment within profoundly beautiful course socio historic cultural significance film cannot overlooked fact operate even assertive reason watching film,1
u least inhabit two world real world mercy circumstance world within unconscious safe place escape word mr gone introduces inside world maxx fascinating world fantasy reality combined inspired comic book sam kieth maxx faithful material inspired story also graphic style look like page comic giving show surreal unique appearance also story interesting entertaining moment could turn weird got inside hard get story character wonderfully developed music go perfectly style show give proper atmosphere unfortunately like many good animated show one short lived maxx must see one time favorite,1
every great gangster movie current human drama expect emotional story guilt retribution despair scarface tale ferocious greed corruption power darker side fabled american dream br br anybody complaining cheesiness film missing point superficial character cheesy music dated fashion fuel criticism life diabolical excess nothing life character really matter human level least fact film practically borderline satire ironic considering gangsta rapper positively inspired lifestyle tony montana br br brian depalma strongest directorial effort occasionally excellent well handled particularly memorable finale frequently sink sloppy misled thankfully supported strong script oliver stone probably good therapy considering coke habit tackling time theme consistent focus primarily life tony montana evolution character consumed greed power dialogue also excellent see sawing comfortably humour drama many stand line since wormed way popular culture one form another br br cast help make well really pacino film one earlier less subtle performance something much common nowadays world entirely separate michael corleone frank serpico yet watchable ever entertaining intentionally top form hard imagine another tony montana seeing film possibly one mimicked performance ever pfeiffer stood dull uncomfortable first viewing come realize play part bored little wife exceptional effort unfairly misjudged supporting player good particularly paul shenar suave alejandro sosa br br powerful occasionally humorous sometimes shocking continually controversial scarface one film eighty whatever might mean essential accessible gangster flick pop culture landmark,1
uzak turkish film shown u distant br br directed produced written filmed nuri bilge br br ceylan br br movie gritty somber version clash city mouse mahmut played muzaffer özdemir country mouse yusuf played emin toprak br br men superb actor plot allows demonstrate acting skill tragically emin toprak died automobile accident shortly movie completed br br country cousin city cousin tale contrast rural urban life style portrayed humorous fashion film little humor even warmth men br br lost touch human society mahmut work br br commercial photographer tile company give satisfaction divorced woman clearly br br still love satisfying human relationship br br mahmut lost job factory closing small town skill energy find work city human interaction primarily confined silent observation people cross path clearly warm caring person express quality urban environment br br cousin relate well world relate well neither make effort act way would provide opportunity bonding closeness br br sense film portrays opportunity wasted br br conceivably cousin could provided least part lacking life instead steer parallel unhappy course two men distant throughout situation suggested film title br br one friend mentioned masterful way ceylan build detail upon detail detail ultimately tell u character might learned simple exposition br br uzak shown part rochester labor film series labor film traditional sense genre labor film demonstrates harmful effect unsatisfying work mahmut unemployment yusuf br br quiet absorbing dark film although make happy viewing walked br br theater realizing seen truly creative br br important movie film worth finding seeing,1
actually finished film may say case right review especially negatively stopped account watch anymore got halfway got promising something good around corner film tiresome lackluster actually insulted read many review sure homosexual teen suffered homosexual go similar revelation day dream issue etc etc maybe two moment actually felt film could go somewhere felt may inkling meaning relativity hope dashed moment next set cliché ridden narration came mean look quote imdb page unfortunately able hear scratchy play back echo ey fade read quote painful ridiculous stupid miss give film three star three star go film cinematographer fantastic job attempting transform archer tired concept something watchable mind pray one decided include long shot tv closeup another unnecessary cliché already done film korine gummo think extremely fitting film premiered sundance archer connection festival via volunteer work way sundance seems one festival cliché heavy drivel like still accepted arthouse art house afraid plain house watch,0
ann margret best job ever done history film making felt mr frey might one two film ann margret seen since film debut pocket full miracle betty davis feel totally rated industry though nominated emmy award role love child overlooked like nominated academy award role carnal knowledge tommy snubbed think everyone superb acting job including child love child yes sad movie true story well worth time thank,1
save money time go ahead tell movie absolutely worth match gas would take burn waste time matter fact would better forgetting ever thought watching seriously seen better b movie language understand ever gave permission made need sewed positive thing say movie new script right director actor could great story let break virgin get pregnant demon baby inside womb want feed people try make fact possibly worst movie ever made cursing pointless nudity totally worth dollar took rent,0
film fails every count start pretentious striving significant failing miserably script banal extreme nobody time said anything remotely interesting impossible care character knightly self regarding waste time whilst sienna miller waste time bit soldier went war cliché even film atonement used use second world war backdrop cliché bomb sheltering tube station etc employed import bit much needed drama anybody thought moment film worth making quite beyond comprehension yet another case let get costume looking authentic never mind story script acting,0
low budget project film success story interesting actor convincing eva longoria star tv show dragnet sexier ever location ideal ganster plot director show talent taking many role project course low budget film could use better editing transition special effect gun scene music keep script moving although film share problem continuity must say would rent director next movie film student could learn thing director commentary,1
depiction forlorn japanese force philipines tour de force utter meaninglessness war effective representation japanese pacifist view ww ii movie japanese soldier left fend jungle philipines faced impending starvation resort cannibalism gradually lose little humanity left call film depressing would something understatement viewer left utterly despairing sense life lost value modern combat final scene almost nihilistic film worthy statement none less highly recommended,1
superb star quality gerard philipe died way young leap screen witty funny sly swashbuckling comedy plenty sword fencing knockabout antic charmingly loopy storytelling impossible resist sweet romantic comedy young gina lollobrigida love interest movie one remember great affection,1
saw picture would like secure dvd film greatest adventure time like epic still entertainment marvel b w get sense real bonded friendship chemistry actor performance sam jaffe eduardo cianelli outstanding could done today particularly liked ending colonel recites end kipling poem body gunga din tell untouchable better man gunga din make movie character today cast member still alive today joan fontaine,1
opinion several friend family member including finest entire gamut tarzan movie johnny weissmuller never played part well following issue series definitely rate collection film,1
massive fan book orwell certainly favourite writer ever since studying animal farm gcse bought dvd sheer curiosity burton actor hold high regard heard played role brien swung br br watched trailer dvd first fear started set mostly regarding frankly terrible theme song hearing eurythmics mechanically shouting electronic beat bad sound br br acting whole pretty good burton hurt play role well tension exists ministry truth towards end felt especially harrowing room scene however also movie let movie spends much time focusing love affair winston julia frankly orwell writing writing harrowing future ingsoc build man belief shatter name made love big brother movie skip essentially important part book winstons coming term position life world education via brien br br comment imdb moment state movie stick book completely incorrect julia present winston visit brien commit goldstien brotherhood confess crime obvious mention initial instance winston find article unperson get mentioned near end read book completely confusing br br terrible screenplay excellent acting cannot rescue michael radford seems completely missed point orwell trying make electronica sound track frankly terrible,0
think movie want u say end movie damn australian still know know really liked movie favorite movie br br great story great actor terrible end make cry say oh good still made really happened guy answer question br br mysterious movie good mark overall give going,1
still read single dan brown book watched movie adaptation fall game rate one previous scope really actually one thriller race time filled puzzle br br plot twisted imaginative cast excellent never great fan hank delivers well noticed jean shirt one spilled blood search one like vain italian searcher brilliant newcomer really applauded ewan macgregor portrayal inner faith calm really impressive br br really like debate science religion action taking place vatican felt like vacation last sure help add new convert christianism gold man presence displayed one would ask charity mean woman dismissed church life whereas stand half believer,1
watching movie never thought defending honest enough begininning much plot real character latch onto except killer acting better capable br br know three ten stellar review saying shot poorly completely useless etc think set supposed fairly well lighting minimal time natural audience used supposed top look like camcorder snuff film fact time quality probably still high true nobody would make tne minute camera work truly bad br br particularly scary disturbing time one two character come across believable soundtrack get tiring time overall put together cleaner lot camcorder movie,0
like watching right like oh totally awesome full like ya quite good indeed really enjoyed amazing danger british people think doctor good doctor way wonderful doctor thing strange man like maybe like guy he new doctor like old doctor thats guy watched like oh awesome liked watched enjoyed great evil enemy great conquering evil guy happy doctor quite scary happy looking,1
doug mcclure starred british produced genre adventure one got worst lot know land time forgot critic please least movie featured location filming relatively good production value problem movie production value go way beyond bad good affectionate territory become bad think go see channel br br one case point first scene featuring intrepid cushing mcclure encountering monster painfully obvious monster average sized man dressed rubber monster made look twenty foot tall via overblown back projection becomes even painfully obvious hero trying escape monster running spot mentioned one convincing set piece really look like filmed somebody living room spare change left year doctor budget even former doctor peter cushing bland amusing line mesmerise british delivered flat way similar line spoken cushing horror express script devoid characterisation plotting memorable dialogue fact dialogue unmemorable also infrequent rare since monster speak better chief bad guy humanoid like warlord atlantis could explain plot anyone know plot actually br br tedious british movie even twin talent caroline munro save whole mood movie summed final sequence featuring two keystone cop,0
nice see julie andrew trying straight dramatic role something done awhile character judith wise try pas judy old refined manner tomboyish hairstyle yore andrew enacts grown actress would interpret frigid surprisingly bland drama set barbados involving omar sharif liveliest leading man around even hoping make andrew spy also slowly leading proverbial bedroom unmemorable outing camp value james bond like credit beginning cheesy hoot julie quiet contemplative much audience film blake edward pace freakin thing like funeral,0
neatly skipping everything coup cuba undercover entry bolivia part two soderbergh portrayal che guevara tragic hero che  part one rather rambling guerrilla warfare escapade colourful mountain bolivia probably destined disappoint people satisfy film particularly benicio del toro performance loudly praised cannes br br james rocchi instance called work art story revolutionary revolution guardian peter bradshaw called flawed masterpiece return original contention part one  value lie particularly depiction hero figure age surfeit poor hero role model could salutary see strongly honourable one even stripped less endearing episode life psychological hero enshrined great scottish essayist thomas carlyle seminal book hero hero worship hero real imaginary somewhere genuinely inspire u higher goal higher purpose compare unrealistic hero standard western storytelling person undergoes trial tribulation obtaining barely believable reward  usually everlasting love material wealth  divine studio intervention real hero excess moral courage  lost ark dare devilishness james bond super toy rise empower others rise best part one che succeeds part two fails want moral courage since good plan succeed b human mistake inevitable br br guevara intellectual clarity flawed equates condition justify armed struggle condition make armed struggle able succeed serious miscalculation br br high mountain la paz colour breathtaking air mise en scene authenticity occasionally lacking che part one u would allow soderbergh film cuba visual treat heightened maximising natural light extreme flexibility realism offered groundbreaking red camera high performance digital cine camera quality mm film convenience pure digital designed flexibility functionality package weighs mere lb shooting red like hearing beatles first time say soderbergh red see way see organic beautifully attuned natural phenomenon  light che stopped successful cuban revolution would enshrouded almost mystical invincibility fails bolivia show human limitation moral virtue remembered political triumph critic say  justification armed struggle inspired much less noble character achieve tin pot dictatorship development guerrilla fighting tactic good bad since used br br praiseworthiness film often seems lack dramatic narrative tension stumble one escapade another knowing eventually meet death found glancing watch thinking could shorter work gone  interview people side even getting one guevara ex comrade coach actor minutia bolivian operation  make film commendable achievement might top flight entertainment demonstrates integrity documenting significant slice history br br also another important point che hero figure failure try utmost even fail effort vain may give others hope moral courage one could cynically call martyr complex found course many religious figure well che sacrifice best best inconsiderate ability provides example success failure particular instance become mere detail br br u longstanding illegal blockade cuba name freedom tempted write che part good wasted u would invite contention film sought earnestly avoid one must hope many viewer skill view che without politics bias inevitably engenders whatever fault rehabilitates soderbergh populist nonsense ocean br br heard che guevara seen part one get past phrase murderous marxist without frothing mouth might struggle imagine would get film said many,1
saw trailer film watching titanic must admit whetted appetite volcano seemed quite spectacular full promise damp squib corny word script characterization often ludicrous stupid daughter beyond belief supposed scientist fireman peripheral character offer movie rank front cruise ii twister film completely appalling reasonable effect overall waste time,0
love jane austen story read two p p seen adaption reaching persuasion bookcase make sense story also refusing believe jane austen could written nonsense thought base film jane austen novel really go wrong turn great pretty much default wrong br br first character sympathise like least one likable character get audience invest emotion deliver sure wanted anne wentworth get together know purpose story getting together instead resist urge throw teacup tv continue watching end br br anne utterly annoying throughout end really idea wentworth smitten seemed nothing attracted meek bland dull socially inadequate came across like sheep following everyone else instruction rather mind still work lead character well done well br br character displaying various degree narcissism mary worst full blown narcissistic personality disorder mr bennet p p similar flaw still endearing whereas mary freak show loathsome funny br br wentworth handsome seemed like decent kind guy part story wondering kind person love anne surely kind guy would want person little bit alive acting wise much say reacted character portrayed rather good bad people acting anthony head excellent soon saw expected less br br also found story confusing end movie seemed elizabeth anne stepmother fact sister still whole anne wentworth back story also bit fuzzy together broke bitter come wondering quite time explanation seemed dumped persuaded someone said kind way almost missed somehow unimportant unimportant core story also lot name dropping real feel character louisa person instance friend family made clear different character relationship one another lady russell lot mr croft wentworth brother sister felt unrealistic mr croft looked old enough mother br br final kiss yes bit strange kissing street really think busy yelling get already tv anne lip trembled trembled trembled felt like age actually met wentworth hesitation couple second half minute br br issue camera work regular movie watcher pay attention angle unless decide look decide still noticed mean filmmaker good job lot conversation extreme facial closeup something used really important point made adaption used therefore lacked meaning hand held feeling occasion also really work period drama camera work running scene end also felt contemporary mention running austen adaption caught itv austen season make wonder worth watching northanger abbey mansfield park read book leave sad say jane austen adaption enjoy maybe watch version instead bbc renowned done beautiful austen adaptation,0
attack force horrendous title almost certainly judged awful cover film horrible mish mash plot line choppy mess horribly stagnated pace make film hard watch start finish managed proud fan seagal work mostly old day painful see star tripe true seagal last half dozen movie sucked lot least redeeming feature attack force mess conception delivery film undergone many change alien plot line current one highly addictive super drug unleashed romanian film several setting none romanian look like romania romania populace film tacked together little regard whatever state original shooting script plot hole loose end abound film sure problem seagal last film well never result boring whole plot line water supply poisoned ctx drug cool name never resolved br br course recent year plot main draw seagal canon big onus department especially action regard action though department poor direction poor perhaps better put made look poor know director michael keusch originally intended film finishing job shoot stunt man tom delmar editing coherent auteur vision completely lost best way describe film shop cinematography dull nearly inducing sleep droning score sounding like produced cheapest cheap synthesizer nothing excite matter cast poor unable salvage anything seagal look bored beyond recognition dubbed much picture clearly plot point changed look tired overweight lethargic unlike looked previous picture remarkable aforementioned key complaint seagal recent picture redeemable cast member adam croasdell one villain slimy brit routine seems throwback alien plot line playing inhuman seems like cross body snatcher vampire ditto lead villain played hot chick appears occasion seemingly waiting husband dracula br br finally action well poor poorly conceived poorly shot much either even less featuring seagal stevo really bring stunt double little even lengthy repetitive boring action scene hour mark inter cut occasionally little flash seagal stand clearly seagal scene shot wanted feature action scene seagal eventually appears person shoot two guy head seagal producer credit script credit understand film altered behind back current state seagal apparently working people castel studio continue deliver horrifically sub nu image saying something material br br overall one avoid seagal fan seagal fan also safe knowledge big man probably want anything bad unfortunately next film already shot people promise even worse,0
saw back finally released apparently orion picture bankruptcy think movie released couple year earlier br br problem remembering detail partly seen long time remember dull movie kept debating whether walk store interesting engaging rd rate america graffiti imitation br br none performance make worth watching either one biggest disappointment since local newspaper reviewer gave high rating,0
apartmente l one interesting movie ever seen experienced extreme frustration watching movie gunning two lead reunite never happened end disappointed end ending lends even cynical touch generally cynical movie movie people likely rewatch one watch deep impact people rewatched movie think br br story follows experience man max engaged married muriel remembers old girlfriend lisa considers love life listens accident lisa talking telephone thus try find lisa start extremely frustrating search lisa many layer movie undercurrent jealousy vouyeurism also another character called alice involved whole confusion movie move whole range twist finally lead ending could interpreted many way fascinating movie four main character clever writing make interesting unique love fact movie obsession jealousy done light hearted manner fast pace probably reason appeal large audience main character max shade grey felt ending perfect think supposed clean character considering fact searching long lost love engaged also fling alice br br character alice even worse manipulation compulsive lying really irritate viewer point guess scene break front lucien really show another facet character show side want accepted tired lying game want lead normal life end understands need get away ending lends cynical touch seems max love alice temporary fake say love general temporary emotion better choose safe option e muriel pursue something fleeting e lisa alice many way really romantic movie satire romance way br br performance deserve high praise vincent cassel max give great performance perfectly portrays confusion man really sure engagement geeky look added advantage fit character perfectly real star movie romane bohringer alice nuanced portrayal woman jealous alice love max scene scream nutcase really show desperation yearning live normal life man love br br btw also thought lesbianism another interpretation drawn movie alice action explained many way unreasonable obsession lisa may also explained manifestation lesbian desire may far fetched considering encourages lisa forgive current boyfriend got feeling lesbian long time also avoids question lisa regarding boyfriend spends whole lot time lisa happy time may lead many question sexual orientation br br overall would give think deserves subtracted one rewatchability factor think perfect movie otherwise,1
brilliant russian émigré devise stanislavsky system winning contract bridge make beautiful wife grand slam sweetheart america br br could another silly soap opera elevated fine production value excellent acting status enjoyable little comedy unexpected touch thrown keep viewer attention engaged way principle cast introduced face deck card introduction zany acrobat plot reason enjoy bit lunacy way wide variety different kind american shown transfixed listening broadcast concluding game br br paul lukas loretta young well bridge sweetheart lukas suave sophisticated miss young passionately loving beautiful even script keep puffing cigarette bit much fun watch even behavior always believable compelling br br frank mchugh give another good performance relentlessly cheerful ghost writer adores miss young delightful glenda farrell eschews customary wisecracking persona small role mchugh ditsy gal pal roscoe karns handle fast talking dialogue brash radio announcer diminutive ferdinand gottschalk wonderful snobbish bridge expert br br movie maven recognize dewey robinson belligerent nightclub patron emma dunn sob sister reporter paul porcasi owner russian nightclub charles lane russian waiter jimmy conlin kibitzer final bridge game uncredited br br film take advantage fad contract bridge swept across country since development expects viewer basic knowledge intricacy game make attempt explain anything uninformed,1
saw dvd apartment paris exchange program laughed hard cuz much going movie happened u mean yeah sure pretty clichéd still true know saying br br think related quiet guy italian xavier observer group anyway wish hot roommate like cecile de france seems like cool chick movie real saw hosting cannes festival last month br br thinking wanna go barcelona next summer seeing movie gotta check sequel came france,1
based one book gabriel marquez might brilliant literature cinema adaption really suck like fighting sleep rather enjoying cinematographic delices story old couple whose son died living life heavily dominated poverty wherein main character cock hopefully one day brings money forthcoming cockfight mood spill word useless pretentious piece perhaps see salma hayek sitting minute front screen gracias,0
currently playing german film festival australia thanks peanutqueen especially ariesgemini rundown actor ensemble cast br br australia movie sub titled english french movie often get mainstream release german movie still gather sort commercial audience like bmws mercedes german get right really like film like pq time went quickly lot laugh audience men woman moved speed dating line minute time br br many film overlong one could watched much sort character character development series given time read ariesgemini review reference actor liked work view keeping eye agree actor go onto bigger better thing good character actor fine film see program listed mockumentary mock otherwise felt real quite romantic way br br viva la deutcsh,1
people think expressionist cinema look b w german film silent early sound era film emphasized canted angle extreme contrast light dark exaggerated performance occasional us surrealism create dreamlike atmosphere order diverge traditional naturalistic mode cinematic representation willing accept german filmmaker create expressionist cinema mentioned characteristic prerequisite expressionist film would argue dodes ka den dkd prime example type film br br like dream dkd little unhinged kurosawa film dabbling unreal however dkd also unlike dream great film probably favorite kurosawa picture mostly think color believe kurosawa first color film man saturates movie vibrant primary color creating completely unreal contemporary japan used neon light gleaming tokyo skyscraper used city appears colored crayon br br dkd said peculiar film inasmuch many character live junkyard appearing live alternate universe think point tokyo outsider people left behind great move forward following world war ii film also represents one kurosawa heartfelt movie genuine sentiment genuine pathos boy father describes dream home amazingly moving film man better known stunning john ford like vista samurai everyone known kurosawa movie touching thought provoking ikiru foreshadows emotional resonance film many way br br also argue last kurosawa greatest achievement samurai film though capable picture pale comparison work kobayashi hara kiri greatest intelligent samurai film committed celluloid rashomon hidden fortress seven samurai yojimbo sanjuro kagemusha ran fine film merely good frankly think word generous hidden fortress kagemusha dkd great movie ikiru crown jewel show akira one trick samurai pony reveal artistry mastery cinema,1
fortunate enough see last stop live moving picture film festival know moving picture film festival tour canadian made film canada told movie started world premiere verge getting american distribution deal added excitement br br big horror movie fan yes love scream trilogy well found rose mcgowan ten little indian type movie knew treat rose mcgowan biggest name actor actress entire festival br br best way describe without giving away much plot quite like scream certainly worth seeing set middle snowstorm filmed vancouver b c canada mountaintop motel add suspense rose mcgowan put great performance girl next door along rest cast happens end well thing say never guess ending br br sadly probably make mainstream north american theatre decent money maker rose mcgowan get chance see would recommend worse come worst always video br br gave,1
deeply humorous yet honest comedy bunch grownup bill paxton julie warner kevin pollak elizabeth perkins vincent spano matt craven diane lane invited back spend week tomawka camp ontario canada former consuelor alan arkin writer director mike binder drew upon experience camp main source creating gentle understanding yarn make sense also movie plenty funny moment completely bizarre like favorite one involves using masking tape newton thomas sigel usual suspect three king provides film impressive shot canadian wilderness among cast sam raimi director evil dead film gift appears arkin bumbling right hand man one thing film reassured camp site bloody murder,1
